iso_time,epoch_ms,temp_c,hum
2025-08-18T15:03:47+08:00,15197716,24.9,55.3
2025-08-18T15:03:49+08:00,15199717,24.9,55.3
2025-08-18T15:03:51+08:00,15201718,24.9,55.3
2025-08-18T15:03:53+08:00,15203719,24.9,55.3
2025-08-18T15:03:55+08:00,15205720,24.9,55.3
2025-08-18T15:03:57+08:00,15207721,24.9,55.3
2025-08-18T15:03:59+08:00,15209722,24.9,55.3
2025-08-18T15:04:01+08:00,15211723,24.9,55.3
2025-08-18T15:04:03+08:00,15213724,24.9,55.3
2025-08-18T15:04:05+08:00,15215725,24.9,55.2
2025-08-18T15:04:07+08:00,15217726,24.9,55.2
2025-08-18T15:04:09+08:00,15219727,24.9,55.2
2025-08-18T15:04:11+08:00,15221728,24.9,55.2
2025-08-18T15:04:13+08:00,15223729,25,55.3
2025-08-18T15:04:15+08:00,15225730,24.9,55.2
2025-08-18T15:04:17+08:00,15227731,25,55.2
2025-08-18T15:04:19+08:00,15229732,25,55.2
2025-08-18T15:04:21+08:00,15231733,25,55.2
2025-08-18T15:04:23+08:00,15233734,25,55.2
2025-08-18T15:04:25+08:00,15235735,25,55.2
2025-08-18T15:04:27+08:00,15237736,24.9,55.2
2025-08-18T15:04:29+08:00,15239737,25,55.2
2025-08-18T15:04:31+08:00,15241738,25,55.2
2025-08-18T15:04:33+08:00,15243739,25,55.1
2025-08-18T15:04:35+08:00,15245740,25,55.1
2025-08-18T15:04:37+08:00,15247741,25,55.1
2025-08-18T15:04:39+08:00,15249742,25,55
2025-08-18T15:04:41+08:00,15251743,25,55
2025-08-18T15:04:43+08:00,15253744,25,55
2025-08-18T15:04:45+08:00,15255745,25,55
2025-08-18T15:04:47+08:00,15257746,25,55
2025-08-18T15:04:49+08:00,15259747,25,55
2025-08-18T15:04:51+08:00,15261748,25,55
2025-08-18T15:04:53+08:00,15263749,25,55
2025-08-18T15:04:55+08:00,15265750,25,55
2025-08-18T15:04:57+08:00,15267751,25,55
2025-08-18T15:04:59+08:00,15269752,25,55
2025-08-18T15:05:01+08:00,15271753,25,55
2025-08-18T15:05:03+08:00,15273754,25,55
2025-08-18T15:05:05+08:00,15275755,25,55
2025-08-18T15:05:07+08:00,15277756,25,54.9
2025-08-18T15:05:09+08:00,15279757,25,55
2025-08-18T15:05:11+08:00,15281758,25,54.9
2025-08-18T15:05:13+08:00,15283759,25,54.9
2025-08-18T15:05:15+08:00,15285760,25,54.9
2025-08-18T15:05:17+08:00,15287761,25,54.9
2025-08-18T15:05:19+08:00,15289762,25,54.8
2025-08-18T15:05:21+08:00,15291763,25,54.8
2025-08-18T15:05:23+08:00,15293764,25,54.8
2025-08-18T15:05:25+08:00,15295765,25,54.7
2025-08-18T15:05:27+08:00,15297766,25,54.7
2025-08-18T15:05:29+08:00,15299767,25,54.7
2025-08-18T15:05:31+08:00,15301768,25,54.7
2025-08-18T15:05:33+08:00,15303769,25,54.7
2025-08-18T15:05:35+08:00,15305770,25,54.7
2025-08-18T15:05:37+08:00,15307771,25,54.7
2025-08-18T15:05:39+08:00,15309772,25,54.6
2025-08-18T15:05:41+08:00,15311773,25,54.6
2025-08-18T15:05:43+08:00,15313774,25,54.6
2025-08-18T15:05:45+08:00,15315775,25,54.6
2025-08-18T15:05:47+08:00,15317776,25.1,54.6
2025-08-18T15:05:49+08:00,15319777,25,54.6
2025-08-18T15:05:51+08:00,15321778,25,54.6
2025-08-18T15:05:53+08:00,15323779,25,54.5
2025-08-18T15:05:55+08:00,15325780,25,54.5
2025-08-18T15:05:57+08:00,15327781,25,54.4
2025-08-18T15:05:59+08:00,15329782,25,54.4
2025-08-18T15:06:01+08:00,15331783,25.1,54.5
2025-08-18T15:06:03+08:00,15333784,25,54.4
2025-08-18T15:06:05+08:00,15335785,25,54.4
2025-08-18T15:06:07+08:00,15337786,25.1,54.5
2025-08-18T15:06:09+08:00,15339787,25,54.4
2025-08-18T15:06:11+08:00,15341788,25,58
2025-08-18T15:06:13+08:00,15343789,25,54.4
2025-08-18T15:06:15+08:00,15345790,25,54.4
2025-08-18T15:06:17+08:00,15347791,25,54.4
2025-08-18T15:06:19+08:00,15349792,25.1,54.4
2025-08-18T15:06:21+08:00,15351793,25.1,54.4
2025-08-18T15:06:23+08:00,15353794,25,54.3
2025-08-18T15:06:25+08:00,15355795,25,54.3
2025-08-18T15:06:27+08:00,15357796,25,54.3
2025-08-18T15:06:29+08:00,15359797,25.1,54.3
2025-08-18T15:06:31+08:00,15361798,25,54.3
2025-08-18T15:06:33+08:00,15363799,25.1,54.3
2025-08-18T15:06:35+08:00,15365800,25,54.2
2025-08-18T15:06:37+08:00,15367801,25,54.2
2025-08-18T15:06:39+08:00,15369802,25.1,54.3
2025-08-18T15:06:41+08:00,15371803,25,54.2
2025-08-18T15:06:43+08:00,15373804,25,54.1
2025-08-18T15:06:45+08:00,15375805,25,54.1
2025-08-18T15:06:47+08:00,15377806,25,54.1
2025-08-18T15:06:49+08:00,15379807,25,54.1
2025-08-18T15:06:51+08:00,15381808,25.1,54.2
2025-08-18T15:06:53+08:00,15383809,25.1,54.1
2025-08-18T15:06:55+08:00,15385810,25,54.1
2025-08-18T15:06:57+08:00,15387811,25,54.1
2025-08-18T15:06:59+08:00,15389812,25.1,54.1
2025-08-18T15:07:01+08:00,15391813,25,54.1
2025-08-18T15:07:03+08:00,15393814,25,54.1
2025-08-18T15:07:05+08:00,15395815,25,54.1
2025-08-18T15:07:07+08:00,15397816,25.1,54.1
2025-08-18T15:07:09+08:00,15399817,25,54.1
2025-08-18T15:07:11+08:00,15401818,25,54.1
2025-08-18T15:07:13+08:00,15403819,25.1,54.1
2025-08-18T15:07:15+08:00,15405820,25,54
2025-08-18T15:07:17+08:00,15407821,25.1,54.1
2025-08-18T15:07:19+08:00,15409822,25.1,54.1
2025-08-18T15:07:21+08:00,15411823,25,54
2025-08-18T15:07:23+08:00,15413824,25,54
2025-08-18T15:07:25+08:00,15415825,25.1,54
2025-08-18T15:07:27+08:00,15417826,25,53.9
2025-08-18T15:07:29+08:00,15419827,25,53.9
2025-08-18T15:07:31+08:00,15421828,25,53.8
2025-08-18T15:07:33+08:00,15423829,25.1,53.9
2025-08-18T15:07:35+08:00,15425830,25.1,53.9
2025-08-18T15:07:37+08:00,15427831,25,53.8
2025-08-18T15:07:39+08:00,15429832,25,53.8
2025-08-18T15:07:41+08:00,15431833,25.1,53.9
2025-08-18T15:07:43+08:00,15433834,25,53.8
2025-08-18T15:07:45+08:00,15435835,25.1,53.8
2025-08-18T15:07:47+08:00,15437836,25,53.8
2025-08-18T15:07:49+08:00,15439837,25,53.8
2025-08-18T15:07:51+08:00,15441838,25.1,53.8
2025-08-18T15:07:53+08:00,15443839,25,53.7
2025-08-18T15:07:55+08:00,15445840,25,53.7
2025-08-18T15:07:57+08:00,15447841,25.1,53.7
2025-08-18T15:07:59+08:00,15449842,25,53.6
2025-08-18T15:08:01+08:00,15451843,25,53.6
2025-08-18T15:08:03+08:00,15453844,25,53.6
2025-08-18T15:08:05+08:00,15455845,25.1,53.6
2025-08-18T15:08:07+08:00,15457846,25,53.6
2025-08-18T15:08:09+08:00,15459847,25,53.6
2025-08-18T15:08:11+08:00,15461848,25.1,53.6
2025-08-18T15:08:13+08:00,15463849,25.1,53.6
2025-08-18T15:08:15+08:00,15465850,25,53.5
2025-08-18T15:08:17+08:00,15467851,25,53.5
2025-08-18T15:08:19+08:00,15469852,25,53.5
2025-08-18T15:08:21+08:00,15471853,25,53.5
2025-08-18T15:08:23+08:00,15473854,25,53.5
2025-08-18T15:08:25+08:00,15475855,25,53.5
2025-08-18T15:08:27+08:00,15477856,25,53.5
2025-08-18T15:08:29+08:00,15479857,25,53.5
2025-08-18T15:08:31+08:00,15481858,25,53.5
2025-08-18T15:08:33+08:00,15483859,25,53.4
2025-08-18T15:08:35+08:00,15485860,25,53.4
2025-08-18T15:08:37+08:00,15487861,25,53.4
2025-08-18T15:08:39+08:00,15489862,25,53.4
2025-08-18T15:08:41+08:00,15491863,25,53.4
2025-08-18T15:08:43+08:00,15493864,25,53.3
2025-08-18T15:08:45+08:00,15495865,25,53.3
2025-08-18T15:08:47+08:00,15497866,25,53.3
2025-08-18T15:08:49+08:00,15499867,25,53.3
2025-08-18T15:08:51+08:00,15501868,25,53.4
2025-08-18T15:08:53+08:00,15503869,25,53.3
2025-08-18T15:08:55+08:00,15505870,25,53.3
2025-08-18T15:08:57+08:00,15507871,25,53.3
2025-08-18T15:08:59+08:00,15509872,25,53.3
2025-08-18T15:09:01+08:00,15511873,25,53.2
2025-08-18T15:09:03+08:00,15513874,25,53.2
2025-08-18T15:09:05+08:00,15515875,25,53.2
2025-08-18T15:09:07+08:00,15517876,25,53.1
2025-08-18T15:09:09+08:00,15519877,25,53.1
2025-08-18T15:09:11+08:00,15521878,25,53.1
2025-08-18T15:09:13+08:00,15523879,25,53
2025-08-18T15:09:15+08:00,15525880,25,53
2025-08-18T15:09:17+08:00,15527881,25,53
2025-08-18T15:09:19+08:00,15529882,25,53
2025-08-18T15:09:21+08:00,15531883,25,52.9
2025-08-18T15:09:23+08:00,15533884,25,52.9
2025-08-18T15:09:25+08:00,15535885,25,52.9
2025-08-18T15:09:27+08:00,15537886,25,52.9
2025-08-18T15:09:29+08:00,15539887,25,52.9
2025-08-18T15:09:31+08:00,15541888,25,52.9
2025-08-18T15:09:33+08:00,15543889,25,52.9
2025-08-18T15:09:35+08:00,15545890,25,52.9
2025-08-18T15:09:37+08:00,15547891,24.9,52.9
2025-08-18T15:09:39+08:00,15549892,24.9,52.9
2025-08-18T15:09:41+08:00,15551893,25,52.9
2025-08-18T15:09:43+08:00,15553894,24.9,52.9
2025-08-18T15:09:45+08:00,15555895,24.9,52.8
2025-08-18T15:09:47+08:00,15557896,25,52.8
2025-08-18T15:09:49+08:00,15559897,24.9,52.8
2025-08-18T15:09:51+08:00,15561898,24.9,52.7
2025-08-18T15:09:53+08:00,15563899,24.9,52.7
2025-08-18T15:09:55+08:00,15565900,24.9,52.7
2025-08-18T15:09:57+08:00,15567901,24.9,52.7
2025-08-18T15:09:59+08:00,15569902,24.9,52.6
2025-08-18T15:10:01+08:00,15571903,24.9,52.6
2025-08-18T15:10:03+08:00,15573904,24.9,52.6
2025-08-18T15:10:05+08:00,15575905,24.9,52.5
2025-08-18T15:10:07+08:00,15577906,24.9,52.5
2025-08-18T15:10:09+08:00,15579907,24.9,52.5
2025-08-18T15:10:11+08:00,15581908,24.9,52.5
2025-08-18T15:10:13+08:00,15583909,24.9,52.5
2025-08-18T15:10:15+08:00,15585910,24.9,52.5
2025-08-18T15:10:17+08:00,15587911,24.9,52.5
2025-08-18T15:10:19+08:00,15589912,24.9,52.5
2025-08-18T15:10:21+08:00,15591913,24.9,52.5
2025-08-18T15:10:23+08:00,15593914,24.9,52.5
2025-08-18T15:10:25+08:00,15595915,24.9,52.5
2025-08-18T15:10:27+08:00,15597916,24.9,52.5
2025-08-18T15:10:29+08:00,15599917,24.9,52.5
2025-08-18T15:10:31+08:00,15601918,24.9,52.5
2025-08-18T15:10:33+08:00,15603919,24.9,52.5
2025-08-18T15:10:35+08:00,15605920,24.9,52.4
2025-08-18T15:10:37+08:00,15607921,24.9,52.4
2025-08-18T15:10:39+08:00,15609922,24.9,52.5
2025-08-18T15:10:41+08:00,15611923,24.9,52.6
2025-08-18T15:10:43+08:00,15613924,24.9,52.5
2025-08-18T15:10:45+08:00,15615925,24.9,52.4
2025-08-18T15:10:49+08:00,15617926,24.9,52.5
2025-08-18T15:10:50+08:00,15619927,24.8,52.3
2025-08-18T15:10:51+08:00,15621928,24.8,52.4
2025-08-18T15:10:53+08:00,15623929,24.9,52.4
2025-08-18T15:10:55+08:00,15625930,24.9,52.4
2025-08-18T15:10:57+08:00,15627931,24.8,52.4
2025-08-18T15:10:59+08:00,15629932,24.8,52.4
2025-08-18T15:11:01+08:00,15631933,24.8,52.4
2025-08-18T15:11:03+08:00,15633934,24.8,52.4
2025-08-18T15:11:05+08:00,15635935,24.8,52.3
2025-08-18T15:11:07+08:00,15637936,24.8,52.2
2025-08-18T15:11:09+08:00,15639937,24.8,52.2
2025-08-18T15:11:11+08:00,15641938,24.8,52.2
2025-08-18T15:11:13+08:00,15643939,24.8,52.3
2025-08-18T15:11:15+08:00,15645940,24.8,52.2
2025-08-18T15:11:17+08:00,15647941,24.8,52.3
2025-08-18T15:11:19+08:00,15649942,24.8,52.5
2025-08-18T15:11:21+08:00,15651943,24.8,53.1
2025-08-18T15:11:23+08:00,15653944,24.8,52.5
2025-08-18T15:11:25+08:00,15655945,24.8,53.4
2025-08-18T15:11:27+08:00,15657946,24.8,53.1
2025-08-18T15:11:29+08:00,15659947,24.8,52.6
2025-08-18T15:11:31+08:00,15661948,24.8,52.4
2025-08-18T15:11:33+08:00,15663949,24.8,52.2
2025-08-18T15:11:35+08:00,15665950,24.8,52.5
2025-08-18T15:11:37+08:00,15667951,24.8,53
2025-08-18T15:11:39+08:00,15669952,24.8,53.3
2025-08-18T15:11:41+08:00,15671953,24.8,52.7
2025-08-18T15:11:43+08:00,15673954,24.7,52.4
2025-08-18T15:11:45+08:00,15675955,24.7,52.5
2025-08-18T15:11:47+08:00,15677956,24.7,52.5
2025-08-18T15:11:49+08:00,15679957,24.7,52.2
2025-08-18T15:11:51+08:00,15681958,24.7,52.4
2025-08-18T15:11:53+08:00,15683959,24.7,52.7
2025-08-18T15:11:55+08:00,15685960,24.7,52.5
2025-08-18T15:11:57+08:00,15687961,24.7,52.4
2025-08-18T15:11:59+08:00,15689962,24.7,52.2
2025-08-18T15:12:01+08:00,15691963,24.7,52.1
2025-08-18T15:12:03+08:00,15693964,24.7,51.9
2025-08-18T15:12:05+08:00,15695965,24.7,52.1
2025-08-18T15:12:07+08:00,15697966,24.7,51.9
2025-08-18T15:12:09+08:00,15699967,24.7,52.1
2025-08-18T15:12:11+08:00,15701968,24.7,52.1
2025-08-18T15:12:13+08:00,15703969,24.7,51.9
2025-08-18T15:12:15+08:00,15705970,24.7,51.9
2025-08-18T15:12:17+08:00,15707971,24.7,51.9
2025-08-18T15:12:19+08:00,15709972,24.7,52
2025-08-18T15:12:21+08:00,15711973,24.7,51.8
2025-08-18T15:12:23+08:00,15713974,24.7,52.7
2025-08-18T15:12:25+08:00,15715975,24.7,52
2025-08-18T15:12:27+08:00,15717976,24.7,52.1
2025-08-18T15:12:29+08:00,15719977,24.7,52
2025-08-18T15:12:31+08:00,15721978,24.7,51.8
2025-08-18T15:12:33+08:00,15723979,24.7,51.7
2025-08-18T15:12:35+08:00,15725980,24.7,51.6
2025-08-18T15:12:37+08:00,15727981,24.7,51.4
2025-08-18T15:12:39+08:00,15729982,24.7,51.3
2025-08-18T15:12:41+08:00,15731983,24.7,51.3
2025-08-18T15:12:43+08:00,15733984,24.7,51.3
2025-08-18T15:12:45+08:00,15735985,24.6,51.2
2025-08-18T15:12:47+08:00,15737986,24.6,51.2
2025-08-18T15:12:49+08:00,15739987,24.6,51.2
2025-08-18T15:12:51+08:00,15741988,24.6,51.2
2025-08-18T15:12:53+08:00,15743989,24.6,51.2
2025-08-18T15:12:55+08:00,15745990,24.6,51.2
2025-08-18T15:12:57+08:00,15747991,24.6,51.2
2025-08-18T15:12:59+08:00,15749992,24.6,51.1
2025-08-18T15:13:01+08:00,15751993,24.6,51.1
2025-08-18T15:13:03+08:00,15753994,24.6,51.2
2025-08-18T15:13:05+08:00,15755995,24.6,51.1
2025-08-18T15:13:07+08:00,15757996,24.6,51.2
2025-08-18T15:13:09+08:00,15759997,24.6,51.2
2025-08-18T15:13:11+08:00,15761998,24.5,51.1
2025-08-18T15:13:13+08:00,15763999,24.6,51.1
2025-08-18T15:13:15+08:00,15766000,24.5,51
2025-08-18T15:13:17+08:00,15768001,24.5,51
2025-08-18T15:13:19+08:00,15770002,24.5,50.9
2025-08-18T15:13:21+08:00,15772003,24.5,50.9
2025-08-18T15:13:23+08:00,15774004,24.5,50.9
2025-08-18T15:13:25+08:00,15776005,24.5,50.9
2025-08-18T15:13:27+08:00,15778006,24.5,50.9
2025-08-18T15:13:29+08:00,15780007,24.5,50.9
2025-08-18T15:13:31+08:00,15782008,24.5,50.9
2025-08-18T15:13:33+08:00,15784009,24.5,50.9
2025-08-18T15:13:35+08:00,15786010,24.5,50.9
2025-08-18T15:13:37+08:00,15788011,24.5,50.9
2025-08-18T15:13:39+08:00,15790012,24.5,50.8
2025-08-18T15:13:41+08:00,15792013,24.5,50.8
2025-08-18T15:13:43+08:00,15794014,24.5,50.8
2025-08-18T15:13:45+08:00,15796015,24.5,50.7
2025-08-18T15:13:47+08:00,15798016,24.5,50.7
2025-08-18T15:13:49+08:00,15800017,24.5,50.6
2025-08-18T15:13:51+08:00,15802018,24.5,50.6
2025-08-18T15:13:53+08:00,15804019,24.5,50.6
2025-08-18T15:13:55+08:00,15806020,24.5,50.6
2025-08-18T15:13:57+08:00,15808021,24.5,50.6
2025-08-18T15:13:59+08:00,15810022,24.5,50.6
2025-08-18T15:14:01+08:00,15812023,24.5,50.6
2025-08-18T15:14:03+08:00,15814024,24.4,50.5
2025-08-18T15:14:05+08:00,15816025,24.4,50.5
2025-08-18T15:14:07+08:00,15818026,24.4,50.5
2025-08-18T15:14:09+08:00,15820027,24.4,50.4
2025-08-18T15:14:11+08:00,15822028,24.4,50.4
2025-08-18T15:14:13+08:00,15824029,24.4,50.4
2025-08-18T15:14:15+08:00,15826030,24.4,50.4
2025-08-18T15:14:17+08:00,15828031,24.4,50.4
2025-08-18T15:14:19+08:00,15830032,24.4,50.4
2025-08-18T15:14:21+08:00,15832033,24.4,50.4
2025-08-18T15:14:23+08:00,15834034,24.4,50.4
2025-08-18T15:14:25+08:00,15836035,24.4,50.4
2025-08-18T15:14:27+08:00,15838036,24.4,50.4
2025-08-18T15:14:29+08:00,15840037,24.4,50.4
2025-08-18T15:14:31+08:00,15842038,24.4,50.4
2025-08-18T15:14:33+08:00,15844039,24.3,50.3
2025-08-18T15:14:35+08:00,15846040,24.4,50.4
2025-08-18T15:14:37+08:00,15848041,24.4,50.3
2025-08-18T15:14:39+08:00,15850042,24.4,50.4
2025-08-18T15:14:41+08:00,15852043,24.4,50.4
2025-08-18T15:14:43+08:00,15854044,24.3,50.4
2025-08-18T15:14:45+08:00,15856045,24.3,50.3
2025-08-18T15:14:47+08:00,15858046,24.3,50.4
2025-08-18T15:14:49+08:00,15860047,24.3,50.9
2025-08-18T15:14:51+08:00,15862048,24.3,50.5
2025-08-18T15:14:53+08:00,15864049,24.3,50.4
2025-08-18T15:14:55+08:00,15866050,24.3,50.3
2025-08-18T15:14:57+08:00,15868051,24.3,50.3
2025-08-18T15:14:59+08:00,15870052,24.3,50.2
2025-08-18T15:15:01+08:00,15872053,24.3,50.2
2025-08-18T15:15:03+08:00,15874054,24.3,50.2
2025-08-18T15:15:05+08:00,15876055,24.3,50.2
2025-08-18T15:15:07+08:00,15878056,24.3,50.2
2025-08-18T15:15:09+08:00,15880057,24.3,50.2
2025-08-18T15:15:11+08:00,15882058,24.3,50.2
2025-08-18T15:15:13+08:00,15884059,24.3,50.2
2025-08-18T15:15:15+08:00,15886060,24.3,50.1
2025-08-18T15:15:17+08:00,15888061,24.2,50
2025-08-18T15:15:19+08:00,15890062,24.2,50
2025-08-18T15:15:21+08:00,15892063,24.2,50
2025-08-18T15:15:23+08:00,15894064,24.2,50
2025-08-18T15:15:25+08:00,15896065,24.2,50
2025-08-18T15:15:27+08:00,15898066,24.2,50
2025-08-18T15:15:29+08:00,15900067,24.2,50
2025-08-18T15:15:31+08:00,15902068,24.2,49.9
2025-08-18T15:15:33+08:00,15904069,24.2,50
2025-08-18T15:15:35+08:00,15906070,24.2,50
2025-08-18T15:15:37+08:00,15908071,24.2,49.9
