t,temp_c,hum
2025-08-13 15:34:34+08:00,25.5,50.2
2025-08-13 15:34:36+08:00,25.5,50.2
2025-08-13 15:34:38+08:00,25.5,50.2
2025-08-13 15:34:40+08:00,25.5,50.2
2025-08-13 15:34:42+08:00,25.5,50.2
2025-08-13 15:34:44+08:00,25.5,50.2
2025-08-13 15:34:46+08:00,25.5,50.1
2025-08-13 15:34:48+08:00,25.5,50.1
2025-08-13 15:34:50+08:00,25.5,50.1
2025-08-13 15:34:52+08:00,25.5,50.1
2025-08-13 15:34:54+08:00,25.5,50.1
2025-08-13 15:34:56+08:00,25.5,50.1
2025-08-13 15:34:58+08:00,25.5,50.1
2025-08-13 15:35:00+08:00,25.5,50.1
2025-08-13 15:35:02+08:00,25.5,50.1
2025-08-13 15:35:04+08:00,25.5,50.1
2025-08-13 15:35:06+08:00,25.5,50.0
2025-08-13 15:35:08+08:00,25.5,50.0
2025-08-13 15:35:10+08:00,25.5,50.0
2025-08-13 15:35:12+08:00,25.5,50.0
2025-08-13 15:35:14+08:00,25.5,50.0
2025-08-13 15:35:16+08:00,25.5,50.0
2025-08-13 15:35:18+08:00,25.5,50.0
2025-08-13 15:35:20+08:00,25.5,50.0
2025-08-13 15:35:22+08:00,25.5,50.0
2025-08-13 15:35:24+08:00,25.5,49.9
2025-08-13 15:35:26+08:00,25.5,49.9
2025-08-13 15:35:28+08:00,25.5,49.9
2025-08-13 15:35:30+08:00,25.5,49.9
2025-08-13 15:35:32+08:00,25.4,49.8
2025-08-13 15:35:34+08:00,25.5,49.9
2025-08-13 15:35:36+08:00,25.5,49.8
2025-08-13 15:35:38+08:00,25.4,49.7
2025-08-13 15:35:40+08:00,25.5,49.8
2025-08-13 15:35:42+08:00,25.4,49.7
2025-08-13 15:35:44+08:00,25.4,49.6
2025-08-13 15:35:46+08:00,25.4,49.5
2025-08-13 15:35:48+08:00,25.4,49.5
2025-08-13 15:35:50+08:00,25.4,49.4
2025-08-13 15:35:52+08:00,25.4,49.3
2025-08-13 15:35:54+08:00,25.4,49.3
2025-08-13 15:35:56+08:00,25.4,49.3
2025-08-13 15:35:58+08:00,25.4,49.3
2025-08-13 15:36:00+08:00,25.4,49.2
2025-08-13 15:36:02+08:00,25.4,49.2
2025-08-13 15:36:04+08:00,25.4,49.2
2025-08-13 15:36:06+08:00,25.4,49.2
2025-08-13 15:36:08+08:00,25.4,49.1
2025-08-13 15:36:10+08:00,25.4,49.1
2025-08-13 15:36:12+08:00,25.4,49.1
2025-08-13 15:36:14+08:00,25.4,49.1
2025-08-13 15:36:16+08:00,25.4,49.1
2025-08-13 15:36:18+08:00,25.4,49.1
2025-08-13 15:36:20+08:00,25.4,49.1
2025-08-13 15:36:22+08:00,25.4,49.1
2025-08-13 15:36:24+08:00,25.4,49.0
2025-08-13 15:36:26+08:00,25.4,49.0
2025-08-13 15:36:28+08:00,25.4,49.0
2025-08-13 15:36:30+08:00,25.4,49.0
2025-08-13 15:36:32+08:00,25.4,49.0
2025-08-18 15:01:51+08:00,24.9,53.5
2025-08-18 15:01:54+08:00,24.9,53.5
2025-08-18 15:02:55+08:00,24.9,53.5
2025-08-18 15:03:15+08:00,24.9,53.5
2025-08-18 15:03:17+08:00,24.9,53.5
2025-08-18 15:03:19+08:00,24.9,55.5
2025-08-18 15:03:21+08:00,24.8,55.5
2025-08-18 15:03:23+08:00,24.9,55.5
2025-08-18 15:03:25+08:00,24.9,55.5
2025-08-18 15:03:27+08:00,24.9,55.6
2025-08-18 15:03:29+08:00,24.8,55.5
2025-08-18 15:03:46+08:00,24.9,55.3
2025-08-18 15:03:47+08:00,24.9,55.3
2025-08-18 15:03:49+08:00,24.9,55.3
2025-08-18 15:03:51+08:00,24.9,55.3
2025-08-18 15:03:53+08:00,24.9,55.3
2025-08-18 15:03:55+08:00,24.9,55.3
2025-08-18 15:03:57+08:00,24.9,55.3
2025-08-18 15:03:59+08:00,24.9,55.3
2025-08-18 15:04:01+08:00,24.9,55.3
2025-08-18 15:04:03+08:00,24.9,55.3
2025-08-18 15:04:05+08:00,24.9,55.2
2025-08-18 15:04:07+08:00,24.9,55.2
2025-08-18 15:04:09+08:00,24.9,55.2
2025-08-18 15:04:11+08:00,24.9,55.2
2025-08-18 15:04:13+08:00,25.0,55.3
2025-08-18 15:04:15+08:00,24.9,55.2
2025-08-18 15:04:17+08:00,25.0,55.2
2025-08-18 15:04:19+08:00,25.0,55.2
2025-08-18 15:04:21+08:00,25.0,55.2
2025-08-18 15:04:23+08:00,25.0,55.2
2025-08-18 15:04:25+08:00,25.0,55.2
2025-08-18 15:04:27+08:00,24.9,55.2
2025-08-18 15:04:29+08:00,25.0,55.2
2025-08-18 15:04:31+08:00,25.0,55.2
2025-08-18 15:04:33+08:00,25.0,55.1
2025-08-18 15:04:35+08:00,25.0,55.1
2025-08-18 15:04:37+08:00,25.0,55.1
2025-08-18 15:04:39+08:00,25.0,55.0
2025-08-18 15:04:41+08:00,25.0,55.0
2025-08-18 15:04:43+08:00,25.0,55.0
2025-08-18 15:04:45+08:00,25.0,55.0
2025-08-18 15:04:47+08:00,25.0,55.0
2025-08-18 15:04:49+08:00,25.0,55.0
2025-08-18 15:04:51+08:00,25.0,55.0
2025-08-18 15:04:53+08:00,25.0,55.0
2025-08-18 15:04:55+08:00,25.0,55.0
2025-08-18 15:04:57+08:00,25.0,55.0
2025-08-18 15:04:59+08:00,25.0,55.0
2025-08-18 15:05:01+08:00,25.0,55.0
2025-08-18 15:05:03+08:00,25.0,55.0
2025-08-18 15:05:05+08:00,25.0,55.0
2025-08-18 15:05:07+08:00,25.0,54.9
2025-08-18 15:05:09+08:00,25.0,55.0
2025-08-18 15:05:11+08:00,25.0,54.9
2025-08-18 15:05:13+08:00,25.0,54.9
2025-08-18 15:05:15+08:00,25.0,54.9
2025-08-18 15:05:17+08:00,25.0,54.9
2025-08-18 15:05:19+08:00,25.0,54.8
2025-08-18 15:05:21+08:00,25.0,54.8
2025-08-18 15:05:23+08:00,25.0,54.8
2025-08-18 15:05:25+08:00,25.0,54.7
2025-08-18 15:05:27+08:00,25.0,54.7
2025-08-18 15:05:29+08:00,25.0,54.7
2025-08-18 15:05:31+08:00,25.0,54.7
2025-08-18 15:05:33+08:00,25.0,54.7
2025-08-18 15:05:35+08:00,25.0,54.7
2025-08-18 15:05:37+08:00,25.0,54.7
2025-08-18 15:05:39+08:00,25.0,54.6
2025-08-18 15:05:41+08:00,25.0,54.6
2025-08-18 15:05:43+08:00,25.0,54.6
2025-08-18 15:05:45+08:00,25.0,54.6
2025-08-18 15:05:47+08:00,25.1,54.6
2025-08-18 15:05:49+08:00,25.0,54.6
2025-08-18 15:05:51+08:00,25.0,54.6
2025-08-18 15:05:53+08:00,25.0,54.5
2025-08-18 15:05:55+08:00,25.0,54.5
2025-08-18 15:05:57+08:00,25.0,54.4
2025-08-18 15:05:59+08:00,25.0,54.4
2025-08-18 15:06:01+08:00,25.1,54.5
2025-08-18 15:06:03+08:00,25.0,54.4
2025-08-18 15:06:05+08:00,25.0,54.4
2025-08-18 15:06:07+08:00,25.1,54.5
2025-08-18 15:06:09+08:00,25.0,54.4
2025-08-18 15:06:11+08:00,25.0,58.0
2025-08-18 15:06:13+08:00,25.0,54.4
2025-08-18 15:06:15+08:00,25.0,54.4
2025-08-18 15:06:17+08:00,25.0,54.4
2025-08-18 15:06:19+08:00,25.1,54.4
2025-08-18 15:06:21+08:00,25.1,54.4
2025-08-18 15:06:23+08:00,25.0,54.3
2025-08-18 15:06:25+08:00,25.0,54.3
2025-08-18 15:06:27+08:00,25.0,54.3
2025-08-18 15:06:29+08:00,25.1,54.3
2025-08-18 15:06:31+08:00,25.0,54.3
2025-08-18 15:06:33+08:00,25.1,54.3
2025-08-18 15:06:35+08:00,25.0,54.2
2025-08-18 15:06:37+08:00,25.0,54.2
2025-08-18 15:06:39+08:00,25.1,54.3
2025-08-18 15:06:41+08:00,25.0,54.2
2025-08-18 15:06:43+08:00,25.0,54.1
2025-08-18 15:06:45+08:00,25.0,54.1
2025-08-18 15:06:47+08:00,25.0,54.1
2025-08-18 15:06:49+08:00,25.0,54.1
2025-08-18 15:06:51+08:00,25.1,54.2
2025-08-18 15:06:53+08:00,25.1,54.1
2025-08-18 15:06:55+08:00,25.0,54.1
2025-08-18 15:06:57+08:00,25.0,54.1
2025-08-18 15:06:59+08:00,25.1,54.1
2025-08-18 15:07:01+08:00,25.0,54.1
2025-08-18 15:07:03+08:00,25.0,54.1
2025-08-18 15:07:05+08:00,25.0,54.1
2025-08-18 15:07:07+08:00,25.1,54.1
2025-08-18 15:07:09+08:00,25.0,54.1
2025-08-18 15:07:11+08:00,25.0,54.1
2025-08-18 15:07:13+08:00,25.1,54.1
2025-08-18 15:07:15+08:00,25.0,54.0
2025-08-18 15:07:17+08:00,25.1,54.1
2025-08-18 15:07:19+08:00,25.1,54.1
2025-08-18 15:07:21+08:00,25.0,54.0
2025-08-18 15:07:23+08:00,25.0,54.0
2025-08-18 15:07:25+08:00,25.1,54.0
2025-08-18 15:07:27+08:00,25.0,53.9
2025-08-18 15:07:29+08:00,25.0,53.9
2025-08-18 15:07:31+08:00,25.0,53.8
2025-08-18 15:07:33+08:00,25.1,53.9
2025-08-18 15:07:35+08:00,25.1,53.9
2025-08-18 15:07:37+08:00,25.0,53.8
2025-08-18 15:07:39+08:00,25.0,53.8
2025-08-18 15:07:41+08:00,25.1,53.9
2025-08-18 15:07:43+08:00,25.0,53.8
2025-08-18 15:07:45+08:00,25.1,53.8
2025-08-18 15:07:47+08:00,25.0,53.8
2025-08-18 15:07:49+08:00,25.0,53.8
2025-08-18 15:07:51+08:00,25.1,53.8
2025-08-18 15:07:53+08:00,25.0,53.7
2025-08-18 15:07:55+08:00,25.0,53.7
2025-08-18 15:07:57+08:00,25.1,53.7
2025-08-18 15:07:59+08:00,25.0,53.6
2025-08-18 15:08:01+08:00,25.0,53.6
2025-08-18 15:08:03+08:00,25.0,53.6
2025-08-18 15:08:05+08:00,25.1,53.6
2025-08-18 15:08:07+08:00,25.0,53.6
2025-08-18 15:08:09+08:00,25.0,53.6
2025-08-18 15:08:11+08:00,25.1,53.6
2025-08-18 15:08:13+08:00,25.1,53.6
2025-08-18 15:08:15+08:00,25.0,53.5
2025-08-18 15:08:17+08:00,25.0,53.5
2025-08-18 15:08:19+08:00,25.0,53.5
2025-08-18 15:08:21+08:00,25.0,53.5
2025-08-18 15:08:23+08:00,25.0,53.5
2025-08-18 15:08:25+08:00,25.0,53.5
2025-08-18 15:08:27+08:00,25.0,53.5
2025-08-18 15:08:29+08:00,25.0,53.5
2025-08-18 15:08:31+08:00,25.0,53.5
2025-08-18 15:08:33+08:00,25.0,53.4
2025-08-18 15:08:35+08:00,25.0,53.4
2025-08-18 15:08:37+08:00,25.0,53.4
2025-08-18 15:08:39+08:00,25.0,53.4
2025-08-18 15:08:41+08:00,25.0,53.4
2025-08-18 15:08:43+08:00,25.0,53.3
2025-08-18 15:08:45+08:00,25.0,53.3
2025-08-18 15:08:47+08:00,25.0,53.3
2025-08-18 15:08:49+08:00,25.0,53.3
2025-08-18 15:08:51+08:00,25.0,53.4
2025-08-18 15:08:53+08:00,25.0,53.3
2025-08-18 15:08:55+08:00,25.0,53.3
2025-08-18 15:08:57+08:00,25.0,53.3
2025-08-18 15:08:59+08:00,25.0,53.3
2025-08-18 15:09:01+08:00,25.0,53.2
2025-08-18 15:09:03+08:00,25.0,53.2
2025-08-18 15:09:05+08:00,25.0,53.2
2025-08-18 15:09:07+08:00,25.0,53.1
2025-08-18 15:09:09+08:00,25.0,53.1
2025-08-18 15:09:11+08:00,25.0,53.1
2025-08-18 15:09:13+08:00,25.0,53.0
2025-08-18 15:09:15+08:00,25.0,53.0
2025-08-18 15:09:17+08:00,25.0,53.0
2025-08-18 15:09:19+08:00,25.0,53.0
2025-08-18 15:09:21+08:00,25.0,52.9
2025-08-18 15:09:23+08:00,25.0,52.9
2025-08-18 15:09:25+08:00,25.0,52.9
2025-08-18 15:09:27+08:00,25.0,52.9
2025-08-18 15:09:29+08:00,25.0,52.9
2025-08-18 15:09:31+08:00,25.0,52.9
2025-08-18 15:09:33+08:00,25.0,52.9
2025-08-18 15:09:35+08:00,25.0,52.9
2025-08-18 15:09:37+08:00,24.9,52.9
2025-08-18 15:09:39+08:00,24.9,52.9
2025-08-18 15:09:41+08:00,25.0,52.9
2025-08-18 15:09:43+08:00,24.9,52.9
2025-08-18 15:09:45+08:00,24.9,52.8
2025-08-18 15:09:47+08:00,25.0,52.8
2025-08-18 15:09:49+08:00,24.9,52.8
2025-08-18 15:09:51+08:00,24.9,52.7
2025-08-18 15:09:53+08:00,24.9,52.7
2025-08-18 15:09:55+08:00,24.9,52.7
2025-08-18 15:09:57+08:00,24.9,52.7
2025-08-18 15:09:59+08:00,24.9,52.6
2025-08-18 15:10:01+08:00,24.9,52.6
2025-08-18 15:10:03+08:00,24.9,52.6
2025-08-18 15:10:05+08:00,24.9,52.5
2025-08-18 15:10:07+08:00,24.9,52.5
2025-08-18 15:10:09+08:00,24.9,52.5
2025-08-18 15:10:11+08:00,24.9,52.5
2025-08-18 15:10:13+08:00,24.9,52.5
2025-08-18 15:10:15+08:00,24.9,52.5
2025-08-18 15:10:17+08:00,24.9,52.5
2025-08-18 15:10:19+08:00,24.9,52.5
2025-08-18 15:10:21+08:00,24.9,52.5
2025-08-18 15:10:23+08:00,24.9,52.5
2025-08-18 15:10:25+08:00,24.9,52.5
2025-08-18 15:10:27+08:00,24.9,52.5
2025-08-18 15:10:29+08:00,24.9,52.5
2025-08-18 15:10:31+08:00,24.9,52.5
2025-08-18 15:10:33+08:00,24.9,52.5
2025-08-18 15:10:35+08:00,24.9,52.4
2025-08-18 15:10:37+08:00,24.9,52.4
2025-08-18 15:10:39+08:00,24.9,52.5
2025-08-18 15:10:41+08:00,24.9,52.6
2025-08-18 15:10:43+08:00,24.9,52.5
2025-08-18 15:10:45+08:00,24.9,52.4
2025-08-18 15:10:49+08:00,24.9,52.5
2025-08-18 15:10:50+08:00,24.8,52.3
2025-08-18 15:10:51+08:00,24.8,52.4
2025-08-18 15:10:53+08:00,24.9,52.4
2025-08-18 15:10:55+08:00,24.9,52.4
2025-08-18 15:10:57+08:00,24.8,52.4
2025-08-18 15:10:59+08:00,24.8,52.4
2025-08-18 15:11:01+08:00,24.8,52.4
2025-08-18 15:11:03+08:00,24.8,52.4
2025-08-18 15:11:05+08:00,24.8,52.3
2025-08-18 15:11:07+08:00,24.8,52.2
2025-08-18 15:11:09+08:00,24.8,52.2
2025-08-18 15:11:11+08:00,24.8,52.2
2025-08-18 15:11:13+08:00,24.8,52.3
2025-08-18 15:11:15+08:00,24.8,52.2
2025-08-18 15:11:17+08:00,24.8,52.3
2025-08-18 15:11:19+08:00,24.8,52.5
2025-08-18 15:11:21+08:00,24.8,53.1
2025-08-18 15:11:23+08:00,24.8,52.5
2025-08-18 15:11:25+08:00,24.8,53.4
2025-08-18 15:11:27+08:00,24.8,53.1
2025-08-18 15:11:29+08:00,24.8,52.6
2025-08-18 15:11:31+08:00,24.8,52.4
2025-08-18 15:11:33+08:00,24.8,52.2
2025-08-18 15:11:35+08:00,24.8,52.5
2025-08-18 15:11:37+08:00,24.8,53.0
2025-08-18 15:11:39+08:00,24.8,53.3
2025-08-18 15:11:41+08:00,24.8,52.7
2025-08-18 15:11:43+08:00,24.7,52.4
2025-08-18 15:11:45+08:00,24.7,52.5
2025-08-18 15:11:47+08:00,24.7,52.5
2025-08-18 15:11:49+08:00,24.7,52.2
2025-08-18 15:11:51+08:00,24.7,52.4
2025-08-18 15:11:53+08:00,24.7,52.7
2025-08-18 15:11:55+08:00,24.7,52.5
2025-08-18 15:11:57+08:00,24.7,52.4
2025-08-18 15:11:59+08:00,24.7,52.2
2025-08-18 15:12:01+08:00,24.7,52.1
2025-08-18 15:12:03+08:00,24.7,51.9
2025-08-18 15:12:05+08:00,24.7,52.1
2025-08-18 15:12:07+08:00,24.7,51.9
2025-08-18 15:12:09+08:00,24.7,52.1
2025-08-18 15:12:11+08:00,24.7,52.1
2025-08-18 15:12:13+08:00,24.7,51.9
2025-08-18 15:12:15+08:00,24.7,51.9
2025-08-18 15:12:17+08:00,24.7,51.9
2025-08-18 15:12:19+08:00,24.7,52.0
2025-08-18 15:12:21+08:00,24.7,51.8
2025-08-18 15:12:23+08:00,24.7,52.7
2025-08-18 15:12:25+08:00,24.7,52.0
2025-08-18 15:12:27+08:00,24.7,52.1
2025-08-18 15:12:29+08:00,24.7,52.0
2025-08-18 15:12:31+08:00,24.7,51.8
2025-08-18 15:12:33+08:00,24.7,51.7
2025-08-18 15:12:35+08:00,24.7,51.6
2025-08-18 15:12:37+08:00,24.7,51.4
2025-08-18 15:12:39+08:00,24.7,51.3
2025-08-18 15:12:41+08:00,24.7,51.3
2025-08-18 15:12:43+08:00,24.7,51.3
2025-08-18 15:12:45+08:00,24.6,51.2
2025-08-18 15:12:47+08:00,24.6,51.2
2025-08-18 15:12:49+08:00,24.6,51.2
2025-08-18 15:12:51+08:00,24.6,51.2
2025-08-18 15:12:53+08:00,24.6,51.2
2025-08-18 15:12:55+08:00,24.6,51.2
2025-08-18 15:12:57+08:00,24.6,51.2
2025-08-18 15:12:59+08:00,24.6,51.1
2025-08-18 15:13:01+08:00,24.6,51.1
2025-08-18 15:13:03+08:00,24.6,51.2
2025-08-18 15:13:05+08:00,24.6,51.1
2025-08-18 15:13:07+08:00,24.6,51.2
2025-08-18 15:13:09+08:00,24.6,51.2
2025-08-18 15:13:11+08:00,24.5,51.1
2025-08-18 15:13:13+08:00,24.6,51.1
2025-08-18 15:13:15+08:00,24.5,51.0
2025-08-18 15:13:17+08:00,24.5,51.0
2025-08-18 15:13:19+08:00,24.5,50.9
2025-08-18 15:13:21+08:00,24.5,50.9
2025-08-18 15:13:23+08:00,24.5,50.9
2025-08-18 15:13:25+08:00,24.5,50.9
2025-08-18 15:13:27+08:00,24.5,50.9
2025-08-18 15:13:29+08:00,24.5,50.9
2025-08-18 15:13:31+08:00,24.5,50.9
2025-08-18 15:13:33+08:00,24.5,50.9
2025-08-18 15:13:35+08:00,24.5,50.9
2025-08-18 15:13:37+08:00,24.5,50.9
2025-08-18 15:13:39+08:00,24.5,50.8
2025-08-18 15:13:41+08:00,24.5,50.8
2025-08-18 15:13:43+08:00,24.5,50.8
2025-08-18 15:13:45+08:00,24.5,50.7
2025-08-18 15:13:47+08:00,24.5,50.7
2025-08-18 15:13:49+08:00,24.5,50.6
2025-08-18 15:13:51+08:00,24.5,50.6
2025-08-18 15:13:53+08:00,24.5,50.6
2025-08-18 15:13:55+08:00,24.5,50.6
2025-08-18 15:13:57+08:00,24.5,50.6
2025-08-18 15:13:59+08:00,24.5,50.6
2025-08-18 15:14:01+08:00,24.5,50.6
2025-08-18 15:14:03+08:00,24.4,50.5
2025-08-18 15:14:05+08:00,24.4,50.5
2025-08-18 15:14:07+08:00,24.4,50.5
2025-08-18 15:14:09+08:00,24.4,50.4
2025-08-18 15:14:11+08:00,24.4,50.4
2025-08-18 15:14:13+08:00,24.4,50.4
2025-08-18 15:14:15+08:00,24.4,50.4
2025-08-18 15:14:17+08:00,24.4,50.4
2025-08-18 15:14:19+08:00,24.4,50.4
2025-08-18 15:14:21+08:00,24.4,50.4
2025-08-18 15:14:23+08:00,24.4,50.4
2025-08-18 15:14:25+08:00,24.4,50.4
2025-08-18 15:14:27+08:00,24.4,50.4
2025-08-18 15:14:29+08:00,24.4,50.4
2025-08-18 15:14:31+08:00,24.4,50.4
2025-08-18 15:14:33+08:00,24.3,50.3
2025-08-18 15:14:35+08:00,24.4,50.4
2025-08-18 15:14:37+08:00,24.4,50.3
2025-08-18 15:14:39+08:00,24.4,50.4
2025-08-18 15:14:41+08:00,24.4,50.4
2025-08-18 15:14:43+08:00,24.3,50.4
2025-08-18 15:14:45+08:00,24.3,50.3
2025-08-18 15:14:47+08:00,24.3,50.4
2025-08-18 15:14:49+08:00,24.3,50.9
2025-08-18 15:14:51+08:00,24.3,50.5
2025-08-18 15:14:53+08:00,24.3,50.4
2025-08-18 15:14:55+08:00,24.3,50.3
2025-08-18 15:14:57+08:00,24.3,50.3
2025-08-18 15:14:59+08:00,24.3,50.2
2025-08-18 15:15:01+08:00,24.3,50.2
2025-08-18 15:15:03+08:00,24.3,50.2
2025-08-18 15:15:05+08:00,24.3,50.2
2025-08-18 15:15:07+08:00,24.3,50.2
2025-08-18 15:15:09+08:00,24.3,50.2
2025-08-18 15:15:11+08:00,24.3,50.2
2025-08-18 15:15:13+08:00,24.3,50.2
2025-08-18 15:15:15+08:00,24.3,50.1
2025-08-18 15:15:17+08:00,24.2,50.0
2025-08-18 15:15:19+08:00,24.2,50.0
2025-08-18 15:15:21+08:00,24.2,50.0
2025-08-18 15:15:23+08:00,24.2,50.0
2025-08-18 15:15:25+08:00,24.2,50.0
2025-08-18 15:15:27+08:00,24.2,50.0
2025-08-18 15:15:29+08:00,24.2,50.0
2025-08-18 15:15:31+08:00,24.2,49.9
2025-08-18 15:15:33+08:00,24.2,50.0
2025-08-18 15:15:35+08:00,24.2,50.0
2025-08-18 15:15:37+08:00,24.2,49.9
2025-08-18 15:15:39+08:00,24.2,50.0
2025-08-18 15:15:41+08:00,24.2,50.0
2025-08-18 15:15:43+08:00,24.2,50.0
2025-08-18 15:15:45+08:00,24.2,50.0
2025-08-18 15:15:47+08:00,24.2,50.0
2025-08-18 15:15:49+08:00,24.1,49.9
2025-08-18 15:15:51+08:00,24.1,49.9
2025-08-18 15:15:53+08:00,24.1,49.9
2025-08-18 15:15:55+08:00,24.1,49.9
2025-08-18 15:15:57+08:00,24.1,49.9
2025-08-18 15:15:59+08:00,24.1,49.8
2025-08-18 15:16:01+08:00,24.1,49.9
2025-08-18 15:16:03+08:00,24.1,49.9
2025-08-18 15:16:05+08:00,24.1,49.8
2025-08-18 15:16:07+08:00,24.1,49.7
2025-08-18 15:16:11+08:00,24.1,49.7
2025-08-18 15:16:13+08:00,24.1,49.7
2025-08-18 15:16:15+08:00,24.1,49.7
2025-08-18 15:16:17+08:00,24.1,49.8
2025-08-18 15:16:19+08:00,24.1,49.9
2025-08-18 15:16:21+08:00,24.1,49.8
2025-08-18 15:16:23+08:00,24.1,49.7
2025-08-18 15:16:25+08:00,24.1,49.7
2025-08-18 15:16:27+08:00,24.1,49.8
2025-08-18 15:16:29+08:00,24.1,49.8
2025-08-18 15:16:31+08:00,24.1,49.7
2025-08-18 15:16:33+08:00,24.1,49.7
2025-08-18 15:16:35+08:00,24.1,49.7
2025-08-18 15:16:37+08:00,24.1,49.7
2025-08-18 15:16:39+08:00,24.1,49.7
2025-08-18 15:16:41+08:00,24.1,49.8
2025-08-18 15:16:43+08:00,24.1,49.7
2025-08-18 15:16:45+08:00,24.0,49.7
2025-08-18 15:16:47+08:00,24.1,49.7
2025-08-18 15:16:49+08:00,24.1,49.6
2025-08-18 15:16:51+08:00,24.1,49.5
2025-08-18 15:16:53+08:00,24.1,49.5
2025-08-18 15:16:55+08:00,24.0,49.5
2025-08-18 15:16:57+08:00,24.0,49.4
2025-08-18 15:16:59+08:00,24.0,49.5
2025-08-18 15:17:01+08:00,24.0,49.4
2025-08-18 15:17:03+08:00,24.0,49.5
2025-08-18 15:17:05+08:00,24.0,49.5
2025-08-18 15:17:07+08:00,24.0,49.5
2025-08-18 15:17:09+08:00,24.0,49.6
2025-08-18 15:17:11+08:00,24.0,49.6
2025-08-18 15:17:13+08:00,24.0,49.6
2025-08-18 15:17:15+08:00,24.0,49.7
2025-08-18 15:17:17+08:00,24.0,49.7
2025-08-18 15:17:19+08:00,24.0,49.7
2025-08-18 15:17:21+08:00,24.0,49.7
2025-08-18 15:17:23+08:00,24.0,49.7
2025-08-18 15:17:25+08:00,24.0,49.8
2025-08-18 15:17:27+08:00,24.0,49.8
2025-08-18 15:17:29+08:00,24.0,49.9
2025-08-18 15:17:31+08:00,24.0,50.0
2025-08-18 15:17:33+08:00,24.0,50.1
2025-08-18 15:17:35+08:00,24.0,50.1
2025-08-18 15:17:37+08:00,24.0,50.2
2025-08-18 15:17:39+08:00,24.0,50.4
2025-08-18 15:17:41+08:00,24.0,50.4
2025-08-18 15:17:43+08:00,24.0,50.3
2025-08-18 15:17:45+08:00,24.0,50.3
2025-08-18 15:17:47+08:00,24.0,50.4
